brand,model,year,price,mileage,exterior_color,interior_color,fuel_type,engine,transmission,city_mpg,hwy_mpg
Kia, Forte LX,2017,Not Priced,39251,Black,Black,Gasoline,2.0L 4 CYLINDER,Automatic,25,34
Kia, Optima LX,2017,13880,44457,White,Gray,Gasoline,2.4L 4 CYLINDER,6-Speed Automatic,25,36
Kia, Forte LXS,2019,17151,18679,Clear White,Black,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,30,40
Kia, Optima Hybrid EX,2016,17888,14108,Snow White Pearl,Beige,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,35,39
Kia, Forte LX,2018,12999,22367,Silky Silver,Black,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,25,34
Kia, Optima S,2018,16599,22311,Ebony Black,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,32
Kia, Optima LX,2016,14099,24875,Snow White Pearl,Beige,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Optima EX,2016,15599,29162,Moss Gray,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Optima EX,2015,13599,37521,Ebony Black,Gray,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima SX,2013,11995,43658,Corsa Blue Pearl Metallic,Black,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,22,34
Kia, Optima EX,2015,13599,45436,Snow White Pearl,Gray,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Forte LX,2017,8599,51772,Garnet Red,Black,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,25,34
Kia, Optima LX,2016,11599,51781,Snow White Pearl,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Forte LX,2015,9599,63577,Aurora Black,Gray,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Optima LX,2015,9999,66802,Smokey Blue,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima EX,2015,12299,70441,Smokey Blue,Gray,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima LX,2015,9599,70590,Smokey Blue,Gray,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima EX,2016,14990,51982,Gray,Charcoal,Gasoline,2.4L L4 DOHC 16V,Automatic,24,35
Kia, Optima EX,2015,13990,69289,Black,,Gasoline,2.4L L4 DOHC 16V,Automatic,23,34
Kia, Optima LX,2018,14990,43894,Sangria Red,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,25,36
Kia, Forte LX,2018,9390,76910,Clear White,Black,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,25,34
Kia, Forte EX,2013,6999,83449,Black,Black,Gasoline,2.0L 156.0hp,A,26,36
Kia, Optima LX,2017,14487,23021,Snow White Pearl,Black,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,25,36
Kia, Optima EX,2015,14587,28019,Titanium Silver,Gray,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,23,34
Kia, Optima LX,2016,13587,36099,Snow White Pearl,Black,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,24,35
Kia, Optima LX,2016,13820,39371,Snow White Pearl,Black,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,24,35
Kia, Optima EX,2016,16587,40863,Snow White Pearl,Black,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,24,35
Kia, Optima LX,2015,12899,55436,Titanium Silver,Gray,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,23,34
Kia, Optima LX,2015,12989,56726,Aurora Black,Black,Gasoline,2.4L 4 Cylinder Engine,Automatic,23,34
Kia, Optima EX,2015,12991,59345,Snow White Pearl,Black,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,23,34
Kia, Optima EX,2015,13291,70946,Snow White Pearl,Beige,Gasoline,2.4L 4 Cylinder Engine,6-Speed Automatic w/OD,23,34
Kia, Forte LX,2016,12559,19100,Red,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Forte LX,2017,12998,27146,Blue,,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,25,34
Kia, Forte EX,2014,Not Priced,73795,Silver,,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,24,36
Kia, Optima LX,2015,16495,14514,Titanium,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Rio LX,2017,10995,15092,Bright Silver,Black,Gasoline,4 Cylinder,6-Speed Automatic,27,36
Kia, Optima LX,2016,15995,29368,Sangria,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,24,35
Kia, Optima SX Turbo,2016,20995,31163,Snow White Pearl,Merlot,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,22,32
Kia, Forte LX,2017,11995,33380,Deep Sea Blue,Black,Gasoline,4 Cylinder,6-Speed Automatic,25,34
Kia, Optima SX,2015,15995,34202,Snow White Pearl,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Optima SX Turbo,2016,19995,36773,Snow White Pearl,Merlot,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,22,32
Kia, Optima LX,2016,15495,42510,Ebony Black,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,24,35
Kia, Optima EX,2016,14995,45778,Ebony Black,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,24,35
Kia, Optima LX,2014,11995,46919,Bright Silver,Gray,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Optima SX Turbo,2015,16995,56165,Snow White Pearl,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,20,31
Kia, Forte LX,2016,11995,56431,Silky Silver,Black,Gasoline,4 Cylinder,6-Speed Automatic,25,37
Kia, Optima LX,2015,11995,77432,Sparkling Silver,Black,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Forte LX,2015,9995,84357,,,Gasoline,4 Cylinder,6-Speed Automatic,25,37
Kia, Optima LX,2015,11995,85171,Satin Metal,Beige,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Optima EX,2015,12995,85956,Titanium,Gray,Gasoline,4 Cylinder,6-Speed Automatic with Sportmatic,23,34
Kia, Optima Hybrid Base,2015,11995,86263,Aurora Black,Beige,Hybrid,4 Cylinder,6-Speed Automatic with Sportmatic,36,40
Kia, Optima LX,2016,13484,36712,Snow White Pearl,black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima SX Turbo,2015,17494,42817,Titanium Silver,black,Gasoline,2.0L I4 DGI DOHC Turbocharged,6-Speed Automatic with Sportmatic,20,31
Kia, Optima LX,2016,12494,52393,Sangria,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
