brand,model,year,price,mileage,exterior_color,interior_color,fuel_type,engine,transmission,city_mpg,hwy_mpg
Nissan, Sentra S,2018,13099,26727,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra S,2017,11599,28555,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Altima 2.5 S,2017,14499,30201,Black,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra S,2018,13499,31322,Black,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Altima 2.5 S,2015,12599,33259,Gun Metallic,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Altima 2.5 SR,2017,13999,35884,Gun Metallic,Sport Interior,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,26,37
Nissan, Altima 2.5 SV,2017,14199,36359,Gun Metallic,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Altima 2.5 SV,2017,14599,39473,Brilliant Silver,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra SV,2015,10099,42655,Fresh Powder,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,39
Nissan, Altima 2.5 SL,2017,13599,44197,Brilliant Silver,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Versa 1.6 SV,2015,7499,44979,Brilliant Silver,Black,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,31,40
Nissan, Versa 1.6 S+,2015,8099,45326,Metallic Blue,Charcoal,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,31,40
Nissan, Sentra S,2016,9599,49315,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,36
Nissan, Sentra FE+ SV,2013,7599,50923,Aspen White,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,,
Nissan, Versa 1.6 S+,2015,7099,52147,Titanium,Charcoal,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,31,40
Nissan, Versa 1.6 S,2015,8099,53758,Fresh Powder,Charcoal,Gasoline,1.6L I4 16V MPFI DOHC,4-Speed Automatic,27,36
Nissan, Sentra S,2016,9599,54203,Brilliant Silver,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,36
Nissan, Altima 3.5 SL,2016,13599,58373,Brilliant Silver,Charcoal,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,22,32
Nissan, Altima 2.5,2015,10799,59383,Solid White,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
